385626,11940,A woman in green is riding a bike.,ഒരു ബൈക്ക് ഓടിക്കൊണ്ടിരിക്കുന്നു.
279672,11978,A microwave is next to sage or some kind of spice.,മുനയുടേയോ ചിലതരം സുഗന്ധത്തേയോ അടുത്തുള്ള ഒരു മൈക്രോവേവ്.
256950,12104,A kitchen filled with dishes and bowls stacked on top of each other.,പരവതാനി വിരിയിക്കുന്ന വിഭവങ്ങളും പാത്രങ്ങളും നിറഞ്ഞ ഒരു അടുക്കള.
226517,12124,A kitchen with a wooden kitchen table and appliances in it.,ഒരു തടി അടുക്കള മേശയും വീട്ടുപകരണങ്ങളും ഉള്ള ഒരു അടുക്കള.
209040,12126,A bathroom sink with mirror placed above it.,ഒരു ബാത്ത്റൂം അതിന് മുകളിലായി കണ്ണാടിയിൽ മുങ്ങാം.
351191,12128,A person crossing at a crosswalk with bags in his hands.,കൈപ്പുള്ള ഒരു കൈത്തോക്ക് കടക്കുന്ന ഒരാൾ.
478007,12132,This is a bathroom sink in a hotel,ഇത് ഒരു ഹോട്ടലിൽ ബാത്ത്റൂം കുറ്റിയിരിക്കുന്നു
178771,12195,A young boy riding a skate board at a public skate park.,ഒരു പാവം സ്കേറ്റ് പാർക്കിൽ ഒരു സ്കേറ്റിംഗ് ബോർഡിൽ ഒരു ചെറുപ്പക്കാരൻ.
64941,12200,Two adults and a child riding bicycles on the side of a road.,രണ്ട് മുതിർന്നവരും റോഡരികിൽ സൈക്കിൾ സവാരി ചെയ്യുന്ന കുട്ടികളും.
524679,12269,A nun riding a very tallk bike next to a purple bus.,ഒരു കന്യാകുമാരി ഒരു പർപ്പിൾ ബസ്സിൽ നിന്ന് വളരെ ഉയരമുള്ള ബൈക്കിൽ സഞ്ചരിക്കുന്നു.
199743,12282,A person on a bicycle waiting to cross a street at the intersection.,കവലയിൽ ഒരു തെരുവിലൂടെ കടന്നുപോകുന്ന ഒരു സൈക്കിളിലെ ഒരു വ്യക്തി.
461221,12314,A kitchen cupboard in a kitchen with a stove and a sink.,ഒരു അടുക്കള ഒരു സിങ്കിൽ ഒരു അടുക്കളയിൽ ഒരു അടുക്കള അലമാര.
416909,12315,A small bathroom showing the sink and toilet area.,സിങ്കും ടോയ്ലറ്റും കാണിക്കുന്ന ഒരു ചെറിയ ബാത്റൂം.
178771,12339,A person skateboarding on an outside basketball court.,ഒരു ബാസ്കറ്റ് ബോൾ കോർട്ടിൽ ഒരു വ്യക്തി സ്കേറ്റ്ബോർഡിംഗ്.
427180,12368,A woman in a fushia shirt cooking in an industrial kitchen. ,ഒരു വ്യാവസായിക അടുക്കളയിൽ ഒരു ഫാഷ്യ ഷർട്ട് പാചകം ചെയ്യുന്ന ഒരു സ്ത്രീ.
276961,12457,A mirror reflecting the opposite wall of a bathroom. ,ഒരു ബാത്ത്റൂമിലെ എതിർ മതിൽ പ്രതിഫലിപ്പിക്കുന്ന ഒരു മിറർ.
